stage,set,balanced_prec,long_prec,short_prec,coverage,n_long,n_short,exp_pnl_long,exp_pnl_short,p_low_pct,p_high_pct,lt_low,st_low,lt_mid,st_mid,lt_high,st_high
A,val,0.2378,0.4444,0.1,0.1463,27,170,-0.01,-0.0255,30,67,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2378,0.4444,0.1,0.1463,27,170,-0.01,-0.0255,30,70,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2378,0.4444,0.1,0.1463,27,170,-0.01,-0.0255,30,75,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2378,0.4444,0.1,0.1463,27,170,-0.01,-0.0255,30,80,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2378,0.4444,0.1,0.1463,27,170,-0.01,-0.0255,30,85,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2406,0.4516,0.1,0.1566,31,180,-0.00968,-0.0255,33,67,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2406,0.4516,0.1,0.1566,31,180,-0.00968,-0.0255,33,70,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2406,0.4516,0.1,0.1566,31,180,-0.00968,-0.0255,33,75,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2406,0.4516,0.1,0.1566,31,180,-0.00968,-0.0255,33,80,0.55,0.45,0.6,0.4,0.72,0.28
A,val,0.2406,0.4516,0.1,0.1566,31,180,-0.00968,-0.0255,33,85,0.55,0.45,0.6,0.4,0.72,0.28
C,val,0.3472,0.669,0.1327,0.6095,429,392,0.0001,-0.02403,33,67,0.5,0.46,0.5,0.46,0.5,0.46
C,val,0.3504,0.669,0.1379,0.6199,429,406,0.0001,-0.02379,33,67,0.5,0.46,0.5,0.46,0.5,0.47
C,val,0.3549,0.669,0.1455,0.6347,429,426,0.0001,-0.02345,33,67,0.5,0.46,0.5,0.46,0.5,0.48
C,val,0.3556,0.669,0.1466,0.6578,429,457,0.0001,-0.0234,33,67,0.5,0.46,0.5,0.46,0.5,0.49
C,val,0.3469,0.6683,0.1327,0.5887,401,392,7e-05,-0.02403,33,67,0.5,0.46,0.5,0.46,0.51,0.46
C,val,0.3501,0.6683,0.1379,0.5991,401,406,7e-05,-0.02379,33,67,0.5,0.46,0.5,0.46,0.51,0.47
C,val,0.3547,0.6683,0.1455,0.614,401,426,7e-05,-0.02345,33,67,0.5,0.46,0.5,0.46,0.51,0.48
C,val,0.3553,0.6683,0.1466,0.637,401,457,7e-05,-0.0234,33,67,0.5,0.46,0.5,0.46,0.51,0.49
C,val,0.3593,0.6683,0.1532,0.6563,401,483,7e-05,-0.02311,33,67,0.5,0.46,0.5,0.46,0.51,0.5
C,val,0.3484,0.6719,0.1327,0.5739,381,392,0.00024,-0.02403,33,67,0.5,0.46,0.5,0.46,0.52,0.46
C,val,0.3515,0.6719,0.1379,0.5843,381,406,0.00024,-0.02379,33,67,0.5,0.46,0.5,0.46,0.52,0.47
C,val,0.3561,0.6719,0.1455,0.5991,381,426,0.00024,-0.02345,33,67,0.5,0.46,0.5,0.46,0.52,0.48
C,val,0.3567,0.6719,0.1466,0.6221,381,457,0.00024,-0.0234,33,67,0.5,0.46,0.5,0.46,0.52,0.49
C,val,0.3607,0.6719,0.1532,0.6414,381,483,0.00024,-0.02311,33,67,0.5,0.46,0.5,0.46,0.52,0.5
C,val,0.3499,0.6757,0.1327,0.5657,370,392,0.00041,-0.02403,33,67,0.5,0.46,0.5,0.46,0.53,0.46
C,val,0.353,0.6757,0.1379,0.5761,370,406,0.00041,-0.02379,33,67,0.5,0.46,0.5,0.46,0.53,0.47
C,val,0.3576,0.6757,0.1455,0.5909,370,426,0.00041,-0.02345,33,67,0.5,0.46,0.5,0.46,0.53,0.48
C,val,0.3582,0.6757,0.1466,0.614,370,457,0.00041,-0.0234,33,67,0.5,0.46,0.5,0.46,0.53,0.49
C,val,0.3622,0.6757,0.1532,0.6333,370,483,0.00041,-0.02311,33,67,0.5,0.46,0.5,0.46,0.53,0.5
C,val,0.3536,0.6851,0.1327,0.5598,362,392,0.00083,-0.02403,33,67,0.5,0.46,0.5,0.46,0.54,0.46
C,val,0.3568,0.6851,0.1379,0.5702,362,406,0.00083,-0.02379,33,67,0.5,0.46,0.5,0.46,0.54,0.47
C,val,0.3614,0.6851,0.1455,0.585,362,426,0.00083,-0.02345,33,67,0.5,0.46,0.5,0.46,0.54,0.48
C,val,0.362,0.6851,0.1466,0.608,362,457,0.00083,-0.0234,33,67,0.5,0.46,0.5,0.46,0.54,0.49
C,val,0.366,0.6851,0.1532,0.6273,362,483,0.00083,-0.02311,33,67,0.5,0.46,0.5,0.46,0.54,0.5
C,val,0.3502,0.669,0.1376,0.6422,429,436,0.0001,-0.02381,33,67,0.5,0.46,0.5,0.47,0.5,0.46
C,val,0.3529,0.669,0.1422,0.6526,429,450,0.0001,-0.0236,33,67,0.5,0.46,0.5,0.47,0.5,0.47
C,val,0.357,0.669,0.1489,0.6674,429,470,0.0001,-0.0233,33,67,0.5,0.46,0.5,0.47,0.5,0.48
C,val,0.3574,0.669,0.1497,0.6904,429,501,0.0001,-0.02326,33,67,0.5,0.46,0.5,0.47,0.5,0.49
C,val,0.3499,0.6683,0.1376,0.6214,401,436,7e-05,-0.02381,33,67,0.5,0.46,0.5,0.47,0.51,0.46
C,val,0.3527,0.6683,0.1422,0.6318,401,450,7e-05,-0.0236,33,67,0.5,0.46,0.5,0.47,0.51,0.47
C,val,0.3567,0.6683,0.1489,0.6466,401,470,7e-05,-0.0233,33,67,0.5,0.46,0.5,0.47,0.51,0.48
C,val,0.3572,0.6683,0.1497,0.6696,401,501,7e-05,-0.02326,33,67,0.5,0.46,0.5,0.47,0.51,0.49
C,val,0.3607,0.6683,0.1556,0.6889,401,527,7e-05,-0.023,33,67,0.5,0.46,0.5,0.47,0.51,0.5
C,val,0.3513,0.6719,0.1376,0.6065,381,436,0.00024,-0.02381,33,67,0.5,0.46,0.5,0.47,0.52,0.46
C,val,0.3541,0.6719,0.1422,0.6169,381,450,0.00024,-0.0236,33,67,0.5,0.46,0.5,0.47,0.52,0.47
C,val,0.3581,0.6719,0.1489,0.6318,381,470,0.00024,-0.0233,33,67,0.5,0.46,0.5,0.47,0.52,0.48
C,val,0.3586,0.6719,0.1497,0.6548,381,501,0.00024,-0.02326,33,67,0.5,0.46,0.5,0.47,0.52,0.49
C,val,0.3621,0.6719,0.1556,0.6741,381,527,0.00024,-0.023,33,67,0.5,0.46,0.5,0.47,0.52,0.5
C,val,0.3528,0.6757,0.1376,0.5984,370,436,0.00041,-0.02381,33,67,0.5,0.46,0.5,0.47,0.53,0.46
C,val,0.3556,0.6757,0.1422,0.6088,370,450,0.00041,-0.0236,33,67,0.5,0.46,0.5,0.47,0.53,0.47
C,val,0.3596,0.6757,0.1489,0.6236,370,470,0.00041,-0.0233,33,67,0.5,0.46,0.5,0.47,0.53,0.48
C,val,0.3601,0.6757,0.1497,0.6466,370,501,0.00041,-0.02326,33,67,0.5,0.46,0.5,0.47,0.53,0.49
C,val,0.3636,0.6757,0.1556,0.6659,370,527,0.00041,-0.023,33,67,0.5,0.46,0.5,0.47,0.53,0.5
C,val,0.3566,0.6851,0.1376,0.5924,362,436,0.00083,-0.02381,33,67,0.5,0.46,0.5,0.47,0.54,0.46
C,val,0.3594,0.6851,0.1422,0.6028,362,450,0.00083,-0.0236,33,67,0.5,0.46,0.5,0.47,0.54,0.47
C,val,0.3634,0.6851,0.1489,0.6177,362,470,0.00083,-0.0233,33,67,0.5,0.46,0.5,0.47,0.54,0.48
C,val,0.3639,0.6851,0.1497,0.6407,362,501,0.00083,-0.02326,33,67,0.5,0.46,0.5,0.47,0.54,0.49
C,val,0.3674,0.6851,0.1556,0.66,362,527,0.00083,-0.023,33,67,0.5,0.46,0.5,0.47,0.54,0.5
C,val,0.3535,0.669,0.1432,0.6763,429,482,0.0001,-0.02356,33,67,0.5,0.46,0.5,0.48,0.5,0.46
C,val,0.3559,0.669,0.1472,0.6867,429,496,0.0001,-0.02338,33,67,0.5,0.46,0.5,0.48,0.5,0.47
C,val,0.3595,0.669,0.1531,0.7016,429,516,0.0001,-0.02311,33,67,0.5,0.46,0.5,0.48,0.5,0.48
C,val,0.3597,0.669,0.1536,0.7246,429,547,0.0001,-0.02309,33,67,0.5,0.46,0.5,0.48,0.5,0.49
C,val,0.3532,0.6683,0.1432,0.6555,401,482,7e-05,-0.02356,33,67,0.5,0.46,0.5,0.48,0.51,0.46
C,val,0.3556,0.6683,0.1472,0.6659,401,496,7e-05,-0.02338,33,67,0.5,0.46,0.5,0.48,0.51,0.47
C,val,0.3592,0.6683,0.1531,0.6808,401,516,7e-05,-0.02311,33,67,0.5,0.46,0.5,0.48,0.51,0.48
C,val,0.3595,0.6683,0.1536,0.7038,401,547,7e-05,-0.02309,33,67,0.5,0.46,0.5,0.48,0.51,0.49
C,val,0.3626,0.6683,0.1588,0.7231,401,573,7e-05,-0.02285,33,67,0.5,0.46,0.5,0.48,0.51,0.5
C,val,0.3547,0.6719,0.1432,0.6407,381,482,0.00024,-0.02356,33,67,0.5,0.46,0.5,0.48,0.52,0.46
C,val,0.3571,0.6719,0.1472,0.6511,381,496,0.00024,-0.02338,33,67,0.5,0.46,0.5,0.48,0.52,0.47
C,val,0.3606,0.6719,0.1531,0.6659,381,516,0.00024,-0.02311,33,67,0.5,0.46,0.5,0.48,0.52,0.48
C,val,0.3609,0.6719,0.1536,0.6889,381,547,0.00024,-0.02309,33,67,0.5,0.46,0.5,0.48,0.52,0.49
C,val,0.3641,0.6719,0.1588,0.7082,381,573,0.00024,-0.02285,33,67,0.5,0.46,0.5,0.48,0.52,0.5
C,val,0.3562,0.6757,0.1432,0.6325,370,482,0.00041,-0.02356,33,67,0.5,0.46,0.5,0.48,0.53,0.46
C,val,0.3586,0.6757,0.1472,0.6429,370,496,0.00041,-0.02338,33,67,0.5,0.46,0.5,0.48,0.53,0.47
C,val,0.3621,0.6757,0.1531,0.6578,370,516,0.00041,-0.02311,33,67,0.5,0.46,0.5,0.48,0.53,0.48
C,val,0.3624,0.6757,0.1536,0.6808,370,547,0.00041,-0.02309,33,67,0.5,0.46,0.5,0.48,0.53,0.49
C,val,0.3656,0.6757,0.1588,0.7001,370,573,0.00041,-0.02285,33,67,0.5,0.46,0.5,0.48,0.53,0.5
C,val,0.3599,0.6851,0.1432,0.6266,362,482,0.00083,-0.02356,33,67,0.5,0.46,0.5,0.48,0.54,0.46
C,val,0.3623,0.6851,0.1472,0.637,362,496,0.00083,-0.02338,33,67,0.5,0.46,0.5,0.48,0.54,0.47
C,val,0.3659,0.6851,0.1531,0.6518,362,516,0.00083,-0.02311,33,67,0.5,0.46,0.5,0.48,0.54,0.48
C,val,0.3662,0.6851,0.1536,0.6748,362,547,0.00083,-0.02309,33,67,0.5,0.46,0.5,0.48,0.54,0.49
C,val,0.3693,0.6851,0.1588,0.6941,362,573,0.00083,-0.02285,33,67,0.5,0.46,0.5,0.48,0.54,0.5
C,val,0.3515,0.669,0.1398,0.7008,429,515,0.0001,-0.02371,33,67,0.5,0.46,0.5,0.49,0.5,0.46
C,val,0.3538,0.669,0.1437,0.7112,429,529,0.0001,-0.02353,33,67,0.5,0.46,0.5,0.49,0.5,0.47
C,val,0.3572,0.669,0.1494,0.7261,429,549,0.0001,-0.02328,33,67,0.5,0.46,0.5,0.49,0.5,0.48
C,val,0.3576,0.669,0.15,0.7491,429,580,0.0001,-0.02325,33,67,0.5,0.46,0.5,0.49,0.5,0.49
C,val,0.3512,0.6683,0.1398,0.68,401,515,7e-05,-0.02371,33,67,0.5,0.46,0.5,0.49,0.51,0.46
C,val,0.3535,0.6683,0.1437,0.6904,401,529,7e-05,-0.02353,33,67,0.5,0.46,0.5,0.49,0.51,0.47
C,val,0.3569,0.6683,0.1494,0.7053,401,549,7e-05,-0.02328,33,67,0.5,0.46,0.5,0.49,0.51,0.48
C,val,0.3573,0.6683,0.15,0.7283,401,580,7e-05,-0.02325,33,67,0.5,0.46,0.5,0.49,0.51,0.49
C,val,0.3604,0.6683,0.1551,0.7476,401,606,7e-05,-0.02302,33,67,0.5,0.46,0.5,0.49,0.51,0.5
C,val,0.3526,0.6719,0.1398,0.6652,381,515,0.00024,-0.02371,33,67,0.5,0.46,0.5,0.49,0.52,0.46
C,val,0.355,0.6719,0.1437,0.6756,381,529,0.00024,-0.02353,33,67,0.5,0.46,0.5,0.49,0.52,0.47
C,val,0.3584,0.6719,0.1494,0.6904,381,549,0.00024,-0.02328,33,67,0.5,0.46,0.5,0.49,0.52,0.48
C,val,0.3588,0.6719,0.15,0.7134,381,580,0.00024,-0.02325,33,67,0.5,0.46,0.5,0.49,0.52,0.49
C,val,0.3618,0.6719,0.1551,0.7327,381,606,0.00024,-0.02302,33,67,0.5,0.46,0.5,0.49,0.52,0.5
C,val,0.3542,0.6757,0.1398,0.657,370,515,0.00041,-0.02371,33,67,0.5,0.46,0.5,0.49,0.53,0.46
C,val,0.3565,0.6757,0.1437,0.6674,370,529,0.00041,-0.02353,33,67,0.5,0.46,0.5,0.49,0.53,0.47
C,val,0.3599,0.6757,0.1494,0.6823,370,549,0.00041,-0.02328,33,67,0.5,0.46,0.5,0.49,0.53,0.48
C,val,0.3603,0.6757,0.15,0.7053,370,580,0.00041,-0.02325,33,67,0.5,0.46,0.5,0.49,0.53,0.49
C,val,0.3633,0.6757,0.1551,0.7246,370,606,0.00041,-0.02302,33,67,0.5,0.46,0.5,0.49,0.53,0.5
C,val,0.3579,0.6851,0.1398,0.6511,362,515,0.00083,-0.02371,33,67,0.5,0.46,0.5,0.49,0.54,0.46
C,val,0.3602,0.6851,0.1437,0.6615,362,529,0.00083,-0.02353,33,67,0.5,0.46,0.5,0.49,0.54,0.47
C,val,0.3637,0.6851,0.1494,0.6763,362,549,0.00083,-0.02328,33,67,0.5,0.46,0.5,0.49,0.54,0.48
C,val,0.364,0.6851,0.15,0.6993,362,580,0.00083,-0.02325,33,67,0.5,0.46,0.5,0.49,0.54,0.49
C,val,0.3671,0.6851,0.1551,0.7186,362,606,0.00083,-0.02302,33,67,0.5,0.46,0.5,0.49,0.54,0.5
C,val,0.3439,0.6608,0.1327,0.5865,398,392,-0.00026,-0.02403,33,67,0.5,0.46,0.51,0.46,0.5,0.46
C,val,0.3471,0.6608,0.1379,0.5969,398,406,-0.00026,-0.02379,33,67,0.5,0.46,0.51,0.46,0.5,0.47
C,val,0.3516,0.6608,0.1455,0.6117,398,426,-0.00026,-0.02345,33,67,0.5,0.46,0.51,0.46,0.5,0.48
C,val,0.3523,0.6608,0.1466,0.6347,398,457,-0.00026,-0.0234,33,67,0.5,0.46,0.51,0.46,0.5,0.49
C,val,0.3434,0.6595,0.1327,0.5657,370,392,-0.00032,-0.02403,33,67,0.5,0.46,0.51,0.46,0.51,0.46
C,val,0.3465,0.6595,0.1379,0.5761,370,406,-0.00032,-0.02379,33,67,0.5,0.46,0.51,0.46,0.51,0.47
C,val,0.3511,0.6595,0.1455,0.5909,370,426,-0.00032,-0.02345,33,67,0.5,0.46,0.51,0.46,0.51,0.48
C,val,0.3517,0.6595,0.1466,0.614,370,457,-0.00032,-0.0234,33,67,0.5,0.46,0.51,0.46,0.51,0.49
C,val,0.3557,0.6595,0.1532,0.6333,370,483,-0.00032,-0.02311,33,67,0.5,0.46,0.51,0.46,0.51,0.5
C,val,0.3447,0.6629,0.1327,0.5509,350,392,-0.00017,-0.02403,33,67,0.5,0.46,0.51,0.46,0.52,0.46
C,val,0.3479,0.6629,0.1379,0.5612,350,406,-0.00017,-0.02379,33,67,0.5,0.46,0.51,0.46,0.52,0.47
C,val,0.3525,0.6629,0.1455,0.5761,350,426,-0.00017,-0.02345,33,67,0.5,0.46,0.51,0.46,0.52,0.48
C,val,0.3531,0.6629,0.1466,0.5991,350,457,-0.00017,-0.0234,33,67,0.5,0.46,0.51,0.46,0.52,0.49
C,val,0.3571,0.6629,0.1532,0.6184,350,483,-0.00017,-0.02311,33,67,0.5,0.46,0.51,0.46,0.52,0.5
C,val,0.3463,0.6667,0.1327,0.5427,339,392,-0.0,-0.02403,33,67,0.5,0.46,0.51,0.46,0.53,0.46
C,val,0.3494,0.6667,0.1379,0.5531,339,406,-0.0,-0.02379,33,67,0.5,0.46,0.51,0.46,0.53,0.47
C,val,0.354,0.6667,0.1455,0.5679,339,426,-0.0,-0.02345,33,67,0.5,0.46,0.51,0.46,0.53,0.48
C,val,0.3546,0.6667,0.1466,0.5909,339,457,-0.0,-0.0234,33,67,0.5,0.46,0.51,0.46,0.53,0.49
C,val,0.3586,0.6667,0.1532,0.6102,339,483,-0.0,-0.02311,33,67,0.5,0.46,0.51,0.46,0.53,0.5
C,val,0.3503,0.6767,0.1327,0.5367,331,392,0.00045,-0.02403,33,67,0.5,0.46,0.51,0.46,0.54,0.46
C,val,0.3535,0.6767,0.1379,0.5471,331,406,0.00045,-0.02379,33,67,0.5,0.46,0.51,0.46,0.54,0.47
C,val,0.358,0.6767,0.1455,0.562,331,426,0.00045,-0.02345,33,67,0.5,0.46,0.51,0.46,0.54,0.48
C,val,0.3587,0.6767,0.1466,0.585,331,457,0.00045,-0.0234,33,67,0.5,0.46,0.51,0.46,0.54,0.49
C,val,0.3626,0.6767,0.1532,0.6043,331,483,0.00045,-0.02311,33,67,0.5,0.46,0.51,0.46,0.54,0.5
C,val,0.3469,0.6608,0.1376,0.6192,398,436,-0.00026,-0.02381,33,67,0.5,0.46,0.51,0.47,0.5,0.46
C,val,0.3497,0.6608,0.1422,0.6295,398,450,-0.00026,-0.0236,33,67,0.5,0.46,0.51,0.47,0.5,0.47
C,val,0.3537,0.6608,0.1489,0.6444,398,470,-0.00026,-0.0233,33,67,0.5,0.46,0.51,0.47,0.5,0.48
C,val,0.3541,0.6608,0.1497,0.6674,398,501,-0.00026,-0.02326,33,67,0.5,0.46,0.51,0.47,0.5,0.49
C,val,0.3464,0.6595,0.1376,0.5984,370,436,-0.00032,-0.02381,33,67,0.5,0.46,0.51,0.47,0.51,0.46
C,val,0.3491,0.6595,0.1422,0.6088,370,450,-0.00032,-0.0236,33,67,0.5,0.46,0.51,0.47,0.51,0.47
C,val,0.3531,0.6595,0.1489,0.6236,370,470,-0.00032,-0.0233,33,67,0.5,0.46,0.51,0.47,0.51,0.48
C,val,0.3536,0.6595,0.1497,0.6466,370,501,-0.00032,-0.02326,33,67,0.5,0.46,0.51,0.47,0.51,0.49
C,val,0.3571,0.6595,0.1556,0.6659,370,527,-0.00032,-0.023,33,67,0.5,0.46,0.51,0.47,0.51,0.5
C,val,0.3477,0.6629,0.1376,0.5835,350,436,-0.00017,-0.02381,33,67,0.5,0.46,0.51,0.47,0.52,0.46
C,val,0.3505,0.6629,0.1422,0.5939,350,450,-0.00017,-0.0236,33,67,0.5,0.46,0.51,0.47,0.52,0.47
C,val,0.3545,0.6629,0.1489,0.6088,350,470,-0.00017,-0.0233,33,67,0.5,0.46,0.51,0.47,0.52,0.48
C,val,0.355,0.6629,0.1497,0.6318,350,501,-0.00017,-0.02326,33,67,0.5,0.46,0.51,0.47,0.52,0.49
C,val,0.3585,0.6629,0.1556,0.6511,350,527,-0.00017,-0.023,33,67,0.5,0.46,0.51,0.47,0.52,0.5
C,val,0.3492,0.6667,0.1376,0.5754,339,436,-0.0,-0.02381,33,67,0.5,0.46,0.51,0.47,0.53,0.46
C,val,0.352,0.6667,0.1422,0.5857,339,450,-0.0,-0.0236,33,67,0.5,0.46,0.51,0.47,0.53,0.47
C,val,0.356,0.6667,0.1489,0.6006,339,470,-0.0,-0.0233,33,67,0.5,0.46,0.51,0.47,0.53,0.48
C,val,0.3565,0.6667,0.1497,0.6236,339,501,-0.0,-0.02326,33,67,0.5,0.46,0.51,0.47,0.53,0.49
C,val,0.36,0.6667,0.1556,0.6429,339,527,-0.0,-0.023,33,67,0.5,0.46,0.51,0.47,0.53,0.5
C,val,0.3533,0.6767,0.1376,0.5694,331,436,0.00045,-0.02381,33,67,0.5,0.46,0.51,0.47,0.54,0.46
C,val,0.356,0.6767,0.1422,0.5798,331,450,0.00045,-0.0236,33,67,0.5,0.46,0.51,0.47,0.54,0.47
C,val,0.3601,0.6767,0.1489,0.5947,331,470,0.00045,-0.0233,33,67,0.5,0.46,0.51,0.47,0.54,0.48
C,val,0.3605,0.6767,0.1497,0.6177,331,501,0.00045,-0.02326,33,67,0.5,0.46,0.51,0.47,0.54,0.49
C,val,0.3641,0.6767,0.1556,0.637,331,527,0.00045,-0.023,33,67,0.5,0.46,0.51,0.47,0.54,0.5
C,val,0.3502,0.6608,0.1432,0.6533,398,482,-0.00026,-0.02356,33,67,0.5,0.46,0.51,0.48,0.5,0.46
C,val,0.3526,0.6608,0.1472,0.6637,398,496,-0.00026,-0.02338,33,67,0.5,0.46,0.51,0.48,0.5,0.47
C,val,0.3562,0.6608,0.1531,0.6785,398,516,-0.00026,-0.02311,33,67,0.5,0.46,0.51,0.48,0.5,0.48
C,val,0.3565,0.6608,0.1536,0.7016,398,547,-0.00026,-0.02309,33,67,0.5,0.46,0.51,0.48,0.5,0.49
C,val,0.3497,0.6595,0.1432,0.6325,370,482,-0.00032,-0.02356,33,67,0.5,0.46,0.51,0.48,0.51,0.46
C,val,0.3521,0.6595,0.1472,0.6429,370,496,-0.00032,-0.02338,33,67,0.5,0.46,0.51,0.48,0.51,0.47
C,val,0.3556,0.6595,0.1531,0.6578,370,516,-0.00032,-0.02311,33,67,0.5,0.46,0.51,0.48,0.51,0.48
C,val,0.3559,0.6595,0.1536,0.6808,370,547,-0.00032,-0.02309,33,67,0.5,0.46,0.51,0.48,0.51,0.49
C,val,0.3591,0.6595,0.1588,0.7001,370,573,-0.00032,-0.02285,33,67,0.5,0.46,0.51,0.48,0.51,0.5
C,val,0.351,0.6629,0.1432,0.6177,350,482,-0.00017,-0.02356,33,67,0.5,0.46,0.51,0.48,0.52,0.46
C,val,0.3534,0.6629,0.1472,0.6281,350,496,-0.00017,-0.02338,33,67,0.5,0.46,0.51,0.48,0.52,0.47
C,val,0.357,0.6629,0.1531,0.6429,350,516,-0.00017,-0.02311,33,67,0.5,0.46,0.51,0.48,0.52,0.48
C,val,0.3573,0.6629,0.1536,0.6659,350,547,-0.00017,-0.02309,33,67,0.5,0.46,0.51,0.48,0.52,0.49
C,val,0.3604,0.6629,0.1588,0.6852,350,573,-0.00017,-0.02285,33,67,0.5,0.46,0.51,0.48,0.52,0.5
C,val,0.3526,0.6667,0.1432,0.6095,339,482,-0.0,-0.02356,33,67,0.5,0.46,0.51,0.48,0.53,0.46
C,val,0.355,0.6667,0.1472,0.6199,339,496,-0.0,-0.02338,33,67,0.5,0.46,0.51,0.48,0.53,0.47
C,val,0.3585,0.6667,0.1531,0.6347,339,516,-0.0,-0.02311,33,67,0.5,0.46,0.51,0.48,0.53,0.48
C,val,0.3588,0.6667,0.1536,0.6578,339,547,-0.0,-0.02309,33,67,0.5,0.46,0.51,0.48,0.53,0.49
C,val,0.362,0.6667,0.1588,0.6771,339,573,-0.0,-0.02285,33,67,0.5,0.46,0.51,0.48,0.53,0.5
C,val,0.3566,0.6767,0.1432,0.6036,331,482,0.00045,-0.02356,33,67,0.5,0.46,0.51,0.48,0.54,0.46
C,val,0.359,0.6767,0.1472,0.614,331,496,0.00045,-0.02338,33,67,0.5,0.46,0.51,0.48,0.54,0.47
C,val,0.3626,0.6767,0.1531,0.6288,331,516,0.00045,-0.02311,33,67,0.5,0.46,0.51,0.48,0.54,0.48
C,val,0.3628,0.6767,0.1536,0.6518,331,547,0.00045,-0.02309,33,67,0.5,0.46,0.51,0.48,0.54,0.49
C,val,0.366,0.6767,0.1588,0.6711,331,573,0.00045,-0.02285,33,67,0.5,0.46,0.51,0.48,0.54,0.5
C,val,0.3482,0.6608,0.1398,0.6778,398,515,-0.00026,-0.02371,33,67,0.5,0.46,0.51,0.49,0.5,0.46
C,val,0.3505,0.6608,0.1437,0.6882,398,529,-0.00026,-0.02353,33,67,0.5,0.46,0.51,0.49,0.5,0.47
C,val,0.3539,0.6608,0.1494,0.703,398,549,-0.00026,-0.02328,33,67,0.5,0.46,0.51,0.49,0.5,0.48
C,val,0.3543,0.6608,0.15,0.7261,398,580,-0.00026,-0.02325,33,67,0.5,0.46,0.51,0.49,0.5,0.49
C,val,0.3477,0.6595,0.1398,0.657,370,515,-0.00032,-0.02371,33,67,0.5,0.46,0.51,0.49,0.51,0.46
C,val,0.35,0.6595,0.1437,0.6674,370,529,-0.00032,-0.02353,33,67,0.5,0.46,0.51,0.49,0.51,0.47
C,val,0.3534,0.6595,0.1494,0.6823,370,549,-0.00032,-0.02328,33,67,0.5,0.46,0.51,0.49,0.51,0.48
C,val,0.3538,0.6595,0.15,0.7053,370,580,-0.00032,-0.02325,33,67,0.5,0.46,0.51,0.49,0.51,0.49
C,val,0.3569,0.6595,0.1551,0.7246,370,606,-0.00032,-0.02302,33,67,0.5,0.46,0.51,0.49,0.51,0.5
C,val,0.349,0.6629,0.1398,0.6422,350,515,-0.00017,-0.02371,33,67,0.5,0.46,0.51,0.49,0.52,0.46
C,val,0.3513,0.6629,0.1437,0.6526,350,529,-0.00017,-0.02353,33,67,0.5,0.46,0.51,0.49,0.52,0.47
C,val,0.3548,0.6629,0.1494,0.6674,350,549,-0.00017,-0.02328,33,67,0.5,0.46,0.51,0.49,0.52,0.48
C,val,0.3551,0.6629,0.15,0.6904,350,580,-0.00017,-0.02325,33,67,0.5,0.46,0.51,0.49,0.52,0.49
C,val,0.3582,0.6629,0.1551,0.7097,350,606,-0.00017,-0.02302,33,67,0.5,0.46,0.51,0.49,0.52,0.5
C,val,0.3506,0.6667,0.1398,0.634,339,515,-0.0,-0.02371,33,67,0.5,0.46,0.51,0.49,0.53,0.46
C,val,0.3529,0.6667,0.1437,0.6444,339,529,-0.0,-0.02353,33,67,0.5,0.46,0.51,0.49,0.53,0.47
C,val,0.3563,0.6667,0.1494,0.6592,339,549,-0.0,-0.02328,33,67,0.5,0.46,0.51,0.49,0.53,0.48
C,val,0.3567,0.6667,0.15,0.6823,339,580,-0.0,-0.02325,33,67,0.5,0.46,0.51,0.49,0.53,0.49
C,val,0.3597,0.6667,0.1551,0.7016,339,606,-0.0,-0.02302,33,67,0.5,0.46,0.51,0.49,0.53,0.5
C,val,0.3546,0.6767,0.1398,0.6281,331,515,0.00045,-0.02371,33,67,0.5,0.46,0.51,0.49,0.54,0.46
C,val,0.3569,0.6767,0.1437,0.6385,331,529,0.00045,-0.02353,33,67,0.5,0.46,0.51,0.49,0.54,0.47
C,val,0.3603,0.6767,0.1494,0.6533,331,549,0.00045,-0.02328,33,67,0.5,0.46,0.51,0.49,0.54,0.48
C,val,0.3607,0.6767,0.15,0.6763,331,580,0.00045,-0.02325,33,67,0.5,0.46,0.51,0.49,0.54,0.49
C,val,0.3638,0.6767,0.1551,0.6956,331,606,0.00045,-0.02302,33,67,0.5,0.46,0.51,0.49,0.54,0.5
C,val,0.3507,0.6608,0.1439,0.7082,398,556,-0.00026,-0.02353,33,67,0.5,0.46,0.51,0.5,0.5,0.46
C,val,0.3527,0.6608,0.1474,0.7186,398,570,-0.00026,-0.02337,33,67,0.5,0.46,0.51,0.5,0.5,0.47
C,val,0.3558,0.6608,0.1525,0.7335,398,590,-0.00026,-0.02314,33,67,0.5,0.46,0.51,0.5,0.5,0.48
C,val,0.3561,0.6608,0.153,0.7565,398,621,-0.00026,-0.02312,33,67,0.5,0.46,0.51,0.5,0.5,0.49
C,val,0.3501,0.6595,0.1439,0.6875,370,556,-0.00032,-0.02353,33,67,0.5,0.46,0.51,0.5,0.51,0.46
